대분류,품명,규격,단위,수량,자재비.단가,노무비.단가,경비.단가,연도,현장,협력사,계약번호,계약여부
PVC_캡,PVC CAP,250A,EA,1 ,33600 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_소켓,PVC SOCKET,50A,EA,4 ,1320 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_소켓,PVC SOCKET,150A,EA,27 ,14760 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_소켓,PVC SOCKET,250A,EA,10 ,20880 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_V.D,R.V.D (PVC),50A,EA,6 ,21600 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_V.D,R.V.D (PVC),150A,EA,2 ,42000 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트,G.I DUCT SHEET,1.2T,M2,90 ,19825 ,20945 ,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트_보온,각형덕트보온 (G/W + 베파베리아),50T 글라스울,M2,90 ,5313 ,3590 ,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트_칼라함석,각형덕트보온 (칼라함석마감),0.5T칼라함석,M2,90 ,14284 ,20945 ,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_V.D,V.D (PVC),450*200,EA,1 ,102000 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_덕트,P.V.C DUCT,A200*6T,M,53 ,17760 ,11544 ,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_엘보,PVC 45' ELBOW,200A,EA,4 ,14280 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_엘보,PVC 90' ELBOW,200A,EA,3 ,14280 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_레듀셔,PVC REDUCER,600A,EA,1 ,96600 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_캡,PVC CAP,200A,EA,1 ,28800 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_소켓,PVC SOCKET,200A,EA,13 ,10080 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트,G.I DUCT SHEET,1.2T,M2,410 ,19825 ,20945 ,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트_보온,각형덕트보온 (아티론/은박+난연),40T 아티론,M2,128 ,13282 ,3590 ,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트_칼라함석,각형덕트보온 (칼라함석 마감),0.5T칼라함석,M2,128 ,14998 ,20945 ,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트_보온,각형덕트후렌지보온 (아티론/은박+난연),5T 아티론,M2,19 ,3795 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
V.D,V.D (G.I),600*450,EA,1 ,43470 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
F.V.D,F.V.D (G.I),750*500,EA,2 ,57068 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
점검구,점검구,300*300,EA,2 ,9200 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트,G.I DUCT SHEET,1.2T,M2,372 ,19825 ,20945 ,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트_보온,각형덕트보온 (아티론/은박+난연),40T 아티론,M2,207 ,13282 ,3590 ,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트_칼라함석,각형덕트보온 (칼라함석 마감),0.5T칼라함석,M2,207 ,14998 ,20945 ,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트_보온,각형덕트후렌지보온 (아티론/은박+난연),5T 아티론,M2,31 ,3795 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
F.V.D,F.V.D (G.I),600*450,EA,4 ,45597 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
점검구,점검구,300*300,EA,2 ,9200 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
STS_덕트,각형닥트제작설치 (STS),1.0T,M2,133 ,63229 ,20945 ,,2017 ,스템코,성현기공,2017-5-1425,계약
STS_V.D,V.D (STS),300*200,EA,1 ,51750 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
STS_F.V.D,F.V.D (STS),300*200,EA,1 ,80500 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
FRP_덕트,F.R.P DUCT,A450*6T,M,8 ,230640 ,149916 ,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_덕트,P.V.C DUCT,A450*6T,M,63 ,45480 ,29562 ,,2017 ,스템코,성현기공,2017-5-1425,계약
FRP_엘보,FRP 45' ELBOW,450A,EA,1 ,205200 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
FRP_엘보,FRP 90' ELBOW,450A,EA,4 ,378000 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_엘보,PVC 45' ELBOW,450A,EA,1 ,70200 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_엘보,PVC 90' ELBOW,450A,EA,2 ,116400 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_캡,PVC CAP,450A,EA,1 ,75240 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_소켓,PVC SOCKET,450A,EA,15 ,26880 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_V.D,R.V.D (PVC),450A,EA,1 ,106800 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
STS_F.V.D,F.V.D (STS),450A,EA,1 ,310500 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
FRP_덕트,F.R.P DUCT,A300*6T,M,7 ,132720 ,86268 ,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_덕트,P.V.C DUCT,A300*6T,M,67 ,36156 ,23501 ,,2017 ,스템코,성현기공,2017-5-1425,계약
FRP_엘보,FRP 90' ELBOW,300A,EA,2 ,162000 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_엘보,PVC 90' ELBOW,300A,EA,2 ,83400 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_캡,PVC CAP,300A,EA,1 ,48840 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_소켓,PVC SOCKET,300A,EA,16 ,17640 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_V.D,R.V.D (PVC),300A,EA,1 ,84000 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
STS_F.V.D,F.V.D (STS),300A,EA,1 ,115000 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트,G.I DUCT SHEET,1.2T,M2,71 ,19825 ,20945 ,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트_보온,각형덕트보온 (아티론/은박+난연),40T 아티론,M2,71 ,13282 ,3590 ,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트_칼라함석,각형덕트보온 (칼라함석 마감),0.5T칼라함석,M2,71 ,14998 ,20945 ,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트_보온,각형덕트후렌지보온 (아티론/은박+난연),5T 아티론,M2,10 ,3795 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
V.D,V.D (G.I),300*250,EA,1 ,17250 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
F.V.D,F.V.D (G.I),300*250,EA,1 ,32200 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
점검구,점검구,200*200,EA,1 ,9200 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
FRP_덕트,F.R.P DUCT,A300*6T,M,5 ,132720 ,86268 ,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_덕트,P.V.C DUCT,A300*6T,M,65 ,36156 ,23501 ,,2017 ,스템코,성현기공,2017-5-1425,계약
FRP_엘보,FRP 90' ELBOW,300A,EA,2 ,162000 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_엘보,PVC 90' ELBOW,300A,EA,2 ,83400 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_캡,PVC CAP,300A,EA,1 ,48840 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_소켓,PVC SOCKET,300A,EA,16 ,17640 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_V.D,R.V.D (PVC),300A,EA,1 ,84000 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
STS_F.V.D,F.V.D (STS),300A,EA,1 ,115000 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
FRP_덕트,F.R.P DUCT,A800*6T,M,2 ,658440 ,427986 ,,2017 ,스템코,성현기공,2017-5-1425,계약
FRP_덕트,F.R.P DUCT,A1000*6T,M,25 ,1129560 ,734214 ,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_덕트,P.V.C DUCT,A800*6T,M,106 ,174720 ,113568 ,,2017 ,스템코,성현기공,2017-5-1425,계약
FRP_엘보,FRP 90' ELBOW,1000A,EA,3 ,1620000 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
FRP_캡,FRP CAP,1000A,EA,1 ,729600 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
FRP_플랜지,FRP FLANGE,1000A,EA,1 ,276000 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_엘보,PVC 45' ELBOW,800A,EA,2 ,202800 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_엘보,PVC 90' ELBOW,800A,EA,4 ,369720 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_캡,PVC CAP,800A,EA,1 ,132600 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_소켓,PVC SOCKET,800A,EA,26 ,45600 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_V.D,R.V.D (PVC),800A,EA,1 ,960000 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
STS_F.V.D,F.V.D (STS),800A,EA,2 ,644000 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트,G.I DUCT SHEET,1.2T,M2,133 ,19825 ,20945 ,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트_보온,각형덕트보온 (아티론/은박+난연),40T 아티론,M2,6 ,13282 ,3590 ,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트_칼라함석,각형덕트보온 (칼라함석 마감),0.5T칼라함석,M2,6 ,14998 ,20945 ,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트_보온,각형덕트후렌지보온 (아티론/은박+난연),5T 아티론,M2,1 ,3795 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
V.D,V.D (G.I),300*250,EA,1 ,17250 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
F.V.D,F.V.D (G.I),300*250,EA,2 ,32200 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
점검구,점검구,200*200,EA,2 ,9200 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트,G.I DUCT SHEET,1.2T,M2,680 ,19825 ,20945 ,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트_보온,각형덕트보온 (아티론/은박+난연),40T 아티론,M2,141 ,13282 ,3590 ,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트_칼라함석,각형덕트보온 (칼라함석 마감),0.5T칼라함석,M2,141 ,14998 ,20945 ,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트_보온,각형덕트후렌지보온 (아티론/은박+난연),5T 아티론,M2,21 ,3795 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
V.D,V.D (G.I),600*400,EA,1 ,38640 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
V.D,V.D (G.I),800*500,EA,1 ,64400 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
F.V.D,F.V.D (G.I),800*550,EA,1 ,64170 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
점검구,점검구,300*300,EA,1 ,9200 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트,G.I DUCT SHEET,1.2T,M2,480 ,19825 ,20945 ,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트_보온,각형덕트보온 (아티론/은박+난연),40T 아티론,M2,207 ,13282 ,3590 ,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트_칼라함석,각형덕트보온 (칼라함석 마감),0.5T칼라함석,M2,207 ,14998 ,20945 ,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트_보온,각형덕트후렌지보온 (아티론/은박+난연),5T 아티론,M2,31 ,3795 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
F.V.D,F.V.D (G.I),600*450,EA,4 ,45597 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
점검구,점검구,300*300,EA,1 ,9200 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트,G.I DUCT SHEET,0.8T,M2,40 ,15059 ,20945 ,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트,G.I DUCT SHEET,1.0T,M2,266 ,16828 ,20945 ,,2017 ,스템코,성현기공,2017-5-1425,계약
V.D,V.D (G.I),500*400,EA,1 ,32200 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
V.D,V.D (G.I),700*300,EA,22 ,33810 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
V.D,V.D (G.I),1000*650,EA,2 ,17250 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
STS_망,STS 망,#21,M2,5 ,27600 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트,G.I DUCT SHEET,0.6T,M2,20 ,13543 ,20945 ,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트,G.I DUCT SHEET,0.8T,M2,53 ,15059 ,20945 ,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트_보온,각형덕트보온 (아티론/은박+난연),20T 아티론,M2,73 ,7716 ,3590 ,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트_보온,각형덕트후렌지보온 (아티론/은박+난연),5T 아티론,M2,10 ,3795 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
V.D,V.D (G.I),350*350,EA,1 ,19722 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
REGISTER,REGISTER (AL),800*500,EA,4 ,64400 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
후렉시블호스,FLEXIBLE (보온),보온A250,M,43 ,6072 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
SPIN_IN,SPIN IN,250A,EA,17 ,2093 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
STS_BAND,SUS-BAND,250A,EA,34 ,747 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트,G.I DUCT SHEET,0.6T,M2,6 ,13543 ,20945 ,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트,G.I DUCT SHEET,1.2T,M2,78 ,19825 ,20945 ,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트_보온,각형덕트보온 (G/W + 베파베리아),50T 글라스울,M2,84 ,5313 ,3590 ,,2017 ,스템코,성현기공,2017-5-1425,계약
V.D,V.D (G.I),400*450,EA,1 ,28980 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트,G.I DUCT SHEET,0.6T,M2,44 ,13543 ,20945 ,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트,G.I DUCT SHEET,0.8T,M2,234 ,15059 ,20945 ,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트,G.I DUCT SHEET,1.0T,M2,1066 ,16828 ,20945 ,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트,G.I DUCT SHEET,1.2T,M2,90 ,19825 ,20945 ,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트_보온,각형덕트보온 (G/W + 베파베리아),50T 글라스울,M2,232 ,5313 ,3590 ,,2017 ,스템코,성현기공,2017-5-1425,계약
V.D,V.D (G.I),450*300,EA,1 ,21735 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
V.D,V.D (G.I),700*300,EA,42 ,33810 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
V.D,V.D (G.I),1400*650,EA,3 ,146510 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
F.V.D,F.V.D (G.I),1400*650,EA,3 ,115517 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
STS_망,STS 망,#21,M2,9 ,27600 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
CHAMBER,SOUND AIR CHAMBER,7500*900*1500,EA,1 ,3115350 ,320000 ,,2017 ,스템코,성현기공,2017-5-1425,계약
점검구,점검구,300*300,EA,3 ,9200 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트,G.I DUCT SHEET,0.6T,M2,110 ,13543 ,20945 ,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트,G.I DUCT SHEET,0.8T,M2,82 ,15059 ,20945 ,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트_보온,각형덕트보온 (아티론/은박+난연),20T 아티론,M2,192 ,7716 ,3590 ,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트_보온,각형덕트후렌지보온 (아티론/은박+난연),5T 아티론,M2,28 ,3795 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
V.D,V.D (G.I),250*250,EA,2 ,17250 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
V.D,V.D (G.I),300*250,EA,3 ,17250 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
V.D,V.D (G.I),350*300,EA,1 ,17250 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
REGISTER,REGISTER (AL),800*500,EA,7 ,64400 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
REGISTER,REGISTER (AL),800*750,EA,2 ,96600 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
후렉시블호스,FLEXIBLE (보온),보온A250,M,60 ,6072 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
SPIN_IN,SPIN IN,250A,EA,24 ,2093 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
STS_BAND,SUS-BAND,250A,EA,48 ,747 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_덕트,P.V.C DUCT,8T,M2,339 ,62400 ,40560 ,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_V.D,V.D (PVC),700*400,EA,10 ,134400 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_V.D,V.D (PVC),800*600,EA,2 ,230400 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
STS_F.V.D,F.V.D (STS),800*600,EA,2 ,249550 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_GRILLE,GRILLE (PVC),700*400,EA,10 ,134400 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_덕트,P.V.C DUCT,8T,M2,459 ,62400 ,40560 ,,2017 ,스템코,성현기공,2017-5-1425,계약
스파이럴덕트,SPIRAL DUCT (G.I),250A,M,9 ,7400 ,4810 ,,2017 ,스템코,성현기공,2017-5-1425,계약
스파이럴엘보,SPIRAL 90˚ ELBOW (G.I),250A,EA,2 ,8222 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
STS_스파이럴커플링,SPIRAL COUPLING (STS),250A,EA,1 ,10626 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_V.D,V.D (PVC),1100*600,EA,2 ,316800 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_V.D,V.D (PVC),1200*600,EA,1 ,345600 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_GRILLE,GRILLE (PVC),900*650,EA,6 ,280800 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
PVC_GRILLE,GRILLE (PVC),1500*700,EA,6 ,504000 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
GRILLE,GRILLE (G.I),400*350,EA,1 ,12880 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트,G.I DUCT SHEET,0.6T,M2,107 ,13543 ,20945 ,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트,G.I DUCT SHEET,0.8T,M2,1394 ,15059 ,20945 ,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트,G.I DUCT SHEET,1.0T,M2,110 ,16828 ,20945 ,,2017 ,스템코,성현기공,2017-5-1425,계약
V.D,V.D (G.I),800*500,EA,4 ,64400 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
V.D,V.D (G.I),1100*600,EA,2 ,106260 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
F.V.D,F.V.D (G.I),1300*850,EA,2 ,136821 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
REGISTER,REGISTER (AL),700*500,EA,20 ,56350 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
STS_망,STS 망,#21,M2,7 ,27600 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
점검구,점검구,300*300,EA,2 ,9200 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
ㄷ 형강,ㄷ-CHANNEL (STL),100*50*5*7.5,KG,422 ,1207 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
잡철물제작설치,잡철물 제작 설치,equal,KG,422 ,334 ,2357 ,,2017 ,스템코,성현기공,2017-5-1425,계약
녹막이페인트칠,녹막이 페인트,광명단2,M2,18 ,1996 ,3406 ,,2017 ,스템코,성현기공,2017-5-1425,계약
 유성페인트칠 ,조합 페인트, 유성페인트,M2,18 ,1684 ,4543 ,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트,G.I DUCT SHEET,0.6T,M2,102 ,13543 ,20945 ,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트,G.I DUCT SHEET,0.8T,M2,1028 ,15059 ,20945 ,,2017 ,스템코,성현기공,2017-5-1425,계약
V.D,V.D (G.I),1100*600,EA,2 ,106260 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
F.V.D,F.V.D (G.I),1300*850,EA,1 ,136821 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
REGISTER,REGISTER (AL),700*500,EA,20 ,56350 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
STS_망,STS 망,#21,M2,7 ,27600 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
점검구,점검구,300*300,EA,1 ,9200 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
ㄷ 형강,ㄷ-CHANNEL (STL),100*50*5*7.5,KG,702 ,1207 ,,,2017 ,스템코,성현기공,2017-5-1425,계약
잡철물제작설치,잡철물 제작 설치,equal,KG,702 ,334 ,2357 ,,2017 ,스템코,성현기공,2017-5-1425,계약
녹막이페인트칠,녹막이 페인트,광명단2,M2,30 ,1996 ,3406 ,,2017 ,스템코,성현기공,2017-5-1425,계약
 유성페인트칠 ,조합 페인트, 유성페인트,M2,30 ,1684 ,4543 ,,2017 ,스템코,성현기공,2017-5-1425,계약
덕트,각형덕트제작설치(기계.할증),0.6T,㎡,326 ,12870 ,16200 ,1200 ,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
덕트,각형덕트제작설치(기계.할증),0.8T,㎡,208 ,15950 ,16800 ,1200 ,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
덕트,각형덕트제작설치(기계.할증),1.0T,㎡,411 ,17200 ,17800 ,1200 ,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
덕트케이싱,각형덕트제작설치(기계.할증),0.5T,㎡,115 ,12870 ,22000 ,500 ,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
덕트_보온,아티론보온재,25T 아티론,㎡,756 ,7500 ,3800 ,,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
덕트_보온,후렌지보온재,5T 아티론,㎡,115 ,3800 ,3800 ,,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
덕트클리닝,알코올 크리닝 및 랩핑,equal,㎡,709 ,500 ,1000 ,,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
F.D,F.D,1500*600,EA,2 ,108000 ,,,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
V.D,V.D,600*400,EA,1 ,28800 ,,,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
V.D,V.D,600*300,EA,1 ,21600 ,,,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
V.D,V.D,300*300,EA,6 ,12000 ,,,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
V.D,V.D,500*300,EA,7 ,18000 ,,,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
V.D,V.D,400*300,EA,7 ,14400 ,,,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
V.D,V.D,350*350,EA,41 ,14400 ,,,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
V.D,R.V.D,300A,EA,45 ,19000 ,,,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
V.D,R.V.D,250A,EA,2 ,17000 ,,,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
V.D,R.V.D,250A,EA,2 ,17000 ,,,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
V.D,R.V.D,200A,EA,2 ,10000 ,,,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
STS_REGISTER,REGISTER GRILE(STS)탈부착,400*600,EA,25 ,168000 ,,,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
DIFFUSER,DIFFUSER(ROUND),300A,EA,37 ,30000 ,,,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
DIFFUSER,DIFFUSER,300A,EA,8 ,27000 ,,,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
DIFFUSER,DIFFUSER,250A,EA,2 ,18000 ,,,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
DIFFUSER,DIFFUSER,200A,EA,2 ,13000 ,,,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
후렉시블호스,후렉시블,비보온A250,M,100 ,6720 ,,,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
후렉시블호스,후렉시블,비보온A250,M,10 ,5600 ,,,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
후렉시블호스,후렉시블,비보온A250,M,10 ,4480 ,,,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
STS_BAND,STS밴드,300A,M,90 ,1100 ,,,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
STS_BAND,STS밴드,250A,M,4 ,1000 ,,,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
STS_BAND,STS밴드,200A,M,4 ,800 ,,,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
CHAMBER,CHAMBER,1900*1700*800,EA,1 ,733200 ,,,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
덕트,각형덕트제작설치(기계.할증),0.6T,㎡,361 ,12870 ,16200 ,1200 ,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
덕트,각형덕트제작설치(기계.할증),0.8T,㎡,370 ,15950 ,16800 ,1200 ,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
덕트,각형덕트제작설치(기계.할증),1.0T,㎡,381 ,17200 ,17800 ,1200 ,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
덕트케이싱,각형덕트제작설치(기계.할증),0.5T,㎡,147 ,12870 ,22000 ,500 ,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
덕트_보온,아티론보온재,25T 아티론,㎡,843 ,7500 ,3800 ,,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
덕트_보온,후렌지보온재,5T 아티론,㎡,118 ,3800 ,3800 ,,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
덕트클리닝,알코올 크리닝 및 랩핑,equal,㎡,834 ,500 ,1000 ,,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
F.D,F.D,1000*600,EA,2 ,72000 ,,,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
F.D,F.D,1000*500,EA,2 ,60000 ,,,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
F.D,F.D,600*400,EA,2 ,28800 ,,,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
F.D,F.D,300A,EA,3 ,19000 ,,,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
F.D,F.D,250A,EA,1 ,17000 ,,,2017 ,프레스티지바이오,제이오,2017-5-1493,계약
